Student_ID,Study_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,Screen_Time_Hours_Per_Day,GPA,Extracurricular_Hours_Per_Day,Stress_Level
410,4.04,6.76,3.73,2.75,2.48,9.49,0.33,Moderate
411,3.91,9.76,1.61,0.67,5.93,10.0,1.34,Moderate
412,5.34,7.86,1.71,0.8,4.14,9.17,0.42,Moderate
413,7.15,7.03,2.05,0.08,3.22,8.7,0.37,Moderate
414,6.0,7.72,0.11,0.23,1.49,10.0,1.04,Moderate
415,12.14,5.88,2.3,3.28,1.08,3.91,0.08,High
416,8.65,6.37,0.04,0.13,3.41,6.94,0.8,High
417,10.69,6.69,1.7,0.53,5.69,8.79,1.89,High
418,3.92,7.59,3.06,0.1,4.53,10.0,0.47,Moderate
419,8.44,6.67,4.36,0.16,3.94,9.91,2.29,High
420,3.29,6.56,0.62,1.66,5.33,10.0,0.25,High
421,4.14,9.65,0.52,0.57,6.85,9.76,0.31,Moderate
422,7.35,7.18,2.82,0.44,2.83,10.0,1.02,Moderate
423,7.29,8.05,1.38,0.29,5.51,9.83,0.37,Moderate
424,9.98,6.91,0.0,0.03,2.34,8.8,0.2,High
425,3.6,9.21,1.12,0.48,2.56,10.0,0.92,Low
426,3.96,8.53,6.04,1.67,3.68,9.67,0.64,Low
427,11.21,6.39,0.66,1.37,2.72,4.89,0.2,High
428,3.71,7.67,4.98,0.26,5.05,10.0,0.19,Moderate
429,8.03,5.94,2.29,0.47,0.5,6.58,1.08,Moderate
430,2.38,8.99,3.9,2.73,4.23,9.66,2.92,Moderate
431,5.23,7.42,0.68,1.93,3.03,8.11,2.16,Moderate
432,4.26,9.86,1.73,0.11,2.11,9.36,0.18,Moderate
433,3.52,9.07,1.91,1.86,1.75,9.53,0.06,Moderate
434,4.11,7.77,3.07,0.03,3.52,9.73,2.24,Moderate
435,8.23,6.77,1.11,0.42,2.66,10.0,0.03,Moderate
436,8.46,7.1,2.02,0.15,2.61,10.0,0.01,Moderate
437,10.11,6.32,3.69,0.45,0.69,4.17,0.26,High
438,6.38,7.96,0.77,0.35,3.57,10.0,0.51,Moderate
439,4.61,8.38,1.01,0.51,2.51,9.4,0.46,Moderate
440,5.5,6.61,0.74,0.79,1.73,9.63,0.29,Moderate
441,5.1,5.99,0.78,0.46,3.71,3.59,2.07,High
442,9.54,6.21,0.3,0.74,2.17,2.67,2.59,High
443,3.98,9.09,0.57,0.04,3.63,8.27,1.65,Low
444,7.52,6.93,0.29,1.09,2.71,10.0,0.13,High
445,7.24,8.63,0.04,0.86,0.76,10.0,0.82,Moderate
446,6.13,7.73,2.31,2.77,2.24,8.93,0.45,Low
447,2.72,10.33,4.97,0.36,0.8,9.41,0.22,Moderate
448,6.46,8.82,1.59,0.21,4.76,10.0,0.46,Low
449,7.28,8.43,4.52,0.46,4.96,7.53,0.19,Low
450,3.37,7.54,1.83,0.25,6.47,10.0,0.05,Moderate
451,9.34,6.67,0.0,0.37,2.31,10.0,0.18,High
452,5.75,9.14,0.71,0.11,5.05,10.0,0.69,Moderate
453,5.31,8.34,1.09,0.13,4.15,10.0,0.22,Moderate
454,8.96,7.34,0.65,0.24,1.79,7.25,0.18,High
455,11.03,4.68,1.82,1.08,2.63,3.71,0.1,High
456,10.15,8.29,0.63,0.03,2.09,10.0,0.9,High
457,3.64,7.86,2.61,0.45,4.3,9.58,0.57,Moderate
458,3.44,6.73,1.35,1.14,5.19,10.0,0.42,Moderate
459,5.12,7.78,0.94,0.55,3.81,10.0,0.48,Moderate
460,4.38,5.95,5.06,0.12,4.2,5.62,0.31,High
461,2.44,7.99,6.48,0.26,6.42,8.87,1.97,Moderate
462,8.78,9.41,0.91,0.24,2.07,10.0,0.26,Moderate
463,3.78,8.22,3.73,2.21,3.71,7.62,1.95,Low
464,8.68,5.46,1.54,0.15,3.52,5.35,1.52,High
465,2.4,9.11,3.17,0.64,3.79,10.0,0.35,Moderate
466,4.23,7.55,0.22,0.12,2.08,9.92,3.73,Moderate
467,3.45,9.58,0.63,2.17,2.0,10.0,0.25,Moderate
468,3.04,7.97,0.53,0.54,7.92,9.73,0.2,Moderate
469,10.65,6.47,0.0,2.0,0.5,4.31,0.54,High
470,7.16,6.27,1.02,0.37,4.31,7.18,3.13,High
471,4.72,10.87,3.14,0.37,3.19,8.69,1.79,Low
472,3.31,9.27,0.43,1.27,5.18,10.0,0.62,Low
473,8.94,6.65,0.0,1.52,3.85,10.0,1.27,High
474,9.99,6.14,0.04,1.16,6.08,5.41,3.43,High
475,7.26,6.83,2.24,0.96,4.01,9.49,0.77,Moderate
476,8.49,6.19,0.0,0.53,5.62,5.21,2.2,High
477,4.16,7.68,0.24,1.28,5.65,8.76,0.42,Low
478,1.09,11.0,2.02,0.15,5.84,7.86,1.29,Low
479,4.36,7.85,2.93,2.73,4.01,9.93,2.0,Low
480,6.04,5.68,0.5,0.72,5.01,3.93,0.19,High
481,6.93,6.33,1.19,0.02,3.38,4.71,0.21,High
482,7.75,8.14,0.56,0.13,3.25,8.6,0.65,Moderate
483,3.3,8.52,3.32,0.97,4.29,10.0,1.24,Moderate
484,11.39,5.81,0.48,2.08,0.5,5.77,0.05,High
485,8.01,8.29,5.82,0.89,2.67,10.0,0.35,Moderate
486,2.67,8.21,3.62,0.93,5.58,8.03,0.18,Low
487,7.02,8.1,3.67,0.39,1.18,8.96,0.21,Moderate
488,7.67,6.57,0.0,2.05,2.17,9.87,0.77,Moderate
489,4.32,8.99,1.25,1.03,5.26,10.0,0.26,Moderate
490,6.89,7.12,1.84,0.01,5.64,9.88,0.11,High
491,4.48,8.12,6.58,0.69,2.9,10.0,0.63,Low
492,5.1,8.96,0.16,1.1,3.6,10.0,0.49,Low
493,3.37,9.49,1.2,2.09,3.44,7.53,0.15,Low
494,8.4,6.82,0.87,3.18,5.14,10.0,0.06,High
495,3.58,8.2,0.81,0.3,3.22,8.22,2.89,Low
496,7.78,8.8,0.22,2.34,2.17,9.38,2.98,Moderate
497,5.45,8.61,0.65,0.34,5.41,9.59,0.69,Moderate
498,4.91,7.81,4.17,0.21,2.34,10.0,0.16,Moderate
499,3.04,8.21,0.78,1.61,3.41,9.5,0.11,Low
500,5.87,8.9,0.19,0.32,3.37,9.56,0.63,High
501,2.46,9.18,0.5,0.68,6.2,10.0,1.47,Low
502,2.15,9.01,5.87,0.33,2.27,8.12,2.12,Low
503,3.66,8.76,0.71,0.1,2.72,10.0,0.25,Moderate
504,7.43,7.66,1.1,0.43,4.17,10.0,1.61,Moderate
505,7.35,7.3,2.48,0.15,4.56,10.0,0.6,Moderate
506,3.82,9.79,2.02,0.09,3.65,8.7,1.18,Low
507,10.22,7.61,0.05,1.79,2.43,8.3,0.38,Moderate
508,2.04,9.74,0.56,0.71,3.99,9.88,2.24,Moderate
509,4.62,9.68,0.77,0.83,0.91,10.0,0.27,Moderate
510,7.1,7.45,5.45,0.29,3.6,10.0,0.93,Low
511,8.1,7.78,0.0,0.19,5.29,8.42,0.43,Moderate
512,5.87,8.88,1.93,2.2,1.2,10.0,0.18,Low
513,6.37,8.72,1.19,0.68,1.95,10.0,0.08,Moderate
514,6.07,8.72,0.02,0.37,2.6,8.92,0.02,Moderate
515,7.26,8.02,1.11,0.76,2.68,9.72,0.84,Moderate
516,8.93,8.76,0.7,0.25,5.23,9.91,0.04,High
517,9.43,6.08,0.0,0.02,2.01,6.01,2.69,High
518,5.19,7.95,0.34,1.81,2.02,9.41,0.62,Moderate
519,10.26,6.12,0.0,0.11,4.34,5.01,0.23,High
520,4.6,7.95,5.79,0.25,2.9,10.0,0.14,Low
521,5.69,5.94,0.82,0.45,5.58,3.32,2.17,Moderate
522,2.14,10.55,5.17,0.5,3.15,7.61,0.46,Low
523,9.6,5.54,1.16,0.24,4.27,4.54,2.4,High
524,4.09,8.66,2.86,0.58,1.36,10.0,0.4,Low
525,8.51,5.53,3.43,0.52,4.55,5.33,0.86,High
526,3.89,9.18,0.53,0.87,3.88,10.0,2.41,Low
527,3.94,7.76,1.28,1.77,3.73,7.76,0.11,Moderate
528,6.46,6.53,0.42,1.51,2.12,10.0,1.41,Low
529,4.71,8.47,1.88,0.55,3.96,6.56,0.74,Moderate
530,6.87,6.82,0.0,0.05,4.84,10.0,0.08,High
531,4.95,7.62,1.41,0.03,3.12,10.0,1.13,Moderate
532,3.7,8.8,1.1,0.26,2.99,9.35,0.29,Moderate
533,4.7,9.08,0.66,2.03,4.58,7.2,0.36,Moderate
534,5.59,7.15,1.3,0.99,6.51,9.84,0.08,Moderate
535,9.89,5.47,0.66,0.04,4.95,5.9,1.8,High
536,10.54,6.26,0.21,2.1,3.41,4.81,0.67,High
537,2.03,9.75,2.01,0.76,3.43,10.0,0.21,Moderate
538,9.42,8.09,0.0,0.02,2.57,9.35,0.16,Moderate
539,9.94,5.38,2.23,0.22,1.58,6.98,0.16,High
540,0.99,9.26,3.77,0.03,4.02,6.19,0.36,Low
541,7.19,8.58,4.15,0.29,4.65,9.2,1.43,Moderate
542,5.4,10.01,1.84,0.07,2.91,8.52,0.62,Moderate
543,3.55,7.69,0.92,2.2,3.3,10.0,0.03,Low
544,2.84,8.19,6.15,1.05,3.14,8.01,0.05,Low
545,8.44,7.35,0.97,0.57,3.1,10.0,0.93,High
546,2.83,8.36,1.54,0.05,2.3,10.0,0.65,Low
547,2.97,8.13,0.83,0.23,2.84,9.73,0.01,Moderate
548,7.47,7.55,1.38,0.29,5.61,9.95,0.05,High
549,4.67,9.84,5.87,0.29,1.54,8.7,0.88,Low
550,5.43,6.71,1.38,0.11,2.95,10.0,0.54,High
551,6.29,9.22,4.79,3.12,3.38,9.51,1.27,Low
552,6.24,7.17,3.47,0.31,3.11,10.0,0.59,Moderate
553,8.97,7.13,6.19,0.51,3.24,10.0,0.21,Moderate
554,6.03,9.41,3.32,0.2,4.22,9.74,0.93,Low
555,10.03,6.74,0.14,0.52,0.68,10.0,4.37,High
556,7.09,7.15,3.42,0.1,4.7,10.0,0.99,Moderate
557,7.49,8.02,0.15,0.38,2.25,10.0,2.63,Moderate
558,3.29,8.6,0.47,0.95,3.51,8.02,1.67,Moderate
559,3.55,9.2,1.86,2.53,6.51,8.86,0.57,Moderate
560,3.06,8.65,2.97,1.34,1.87,8.69,4.06,Low
561,9.23,7.56,4.5,0.55,3.76,10.0,0.16,High
562,8.49,5.56,0.0,1.86,5.55,4.5,2.2,High
563,7.07,6.44,0.84,0.57,2.83,5.86,0.5,Moderate
564,1.91,7.85,2.56,0.45,3.58,8.98,1.42,Low
565,2.57,8.97,1.09,0.57,3.42,8.92,2.12,Low
566,3.31,7.24,3.24,0.47,3.44,7.85,0.0,Low
567,5.65,7.26,0.29,0.61,3.99,7.79,0.88,Moderate
568,6.1,6.68,4.22,0.11,5.34,9.71,2.62,Moderate
569,3.41,10.21,3.59,0.79,2.72,9.31,1.11,Low
570,5.58,6.98,0.83,0.63,5.41,9.02,2.22,Moderate
571,8.74,5.58,0.86,3.47,5.88,5.04,0.11,High
572,4.47,8.61,0.48,2.27,4.29,10.0,0.43,Moderate
573,3.28,10.47,5.24,0.25,3.98,10.0,1.84,Low
574,4.91,8.09,1.38,1.35,2.85,9.97,2.31,Low
575,4.15,8.43,1.12,0.56,0.5,9.87,0.05,Low
576,4.14,9.77,4.13,0.29,4.14,10.0,0.75,Moderate
577,3.73,9.5,1.32,0.51,4.66,9.99,0.74,Low
578,5.89,8.29,0.11,1.9,3.78,10.0,2.47,Moderate
579,4.87,7.64,1.99,3.38,5.29,10.0,0.49,Low
580,9.44,7.08,0.0,1.11,2.19,9.75,0.31,High
581,6.5,6.29,1.71,1.34,4.84,4.29,0.08,High
582,5.19,7.49,1.42,0.33,6.12,10.0,0.18,Moderate
583,8.26,8.47,0.0,0.32,3.75,7.19,3.01,Moderate
584,6.06,9.11,4.12,0.72,5.06,10.0,0.04,Moderate
585,5.2,8.54,1.79,0.22,5.51,7.49,0.01,Moderate
586,8.41,5.05,2.38,2.65,2.25,5.19,0.0,High
587,9.23,5.49,8.0,0.1,4.78,3.51,2.66,High
588,9.71,5.85,0.94,0.6,2.49,6.07,0.06,High
589,10.72,6.0,0.0,0.21,1.46,4.28,1.66,High
590,9.06,5.5,4.01,0.24,3.31,4.73,0.49,High
591,4.11,8.24,4.95,1.21,6.51,10.0,0.69,Moderate
592,4.94,9.96,0.6,0.27,2.16,8.9,0.32,Moderate
593,7.78,7.6,0.65,0.18,0.58,10.0,0.45,Moderate
594,6.23,7.96,0.56,0.18,1.29,10.0,0.17,High
595,7.92,6.14,0.16,0.27,4.48,4.3,1.99,High
596,8.9,5.17,3.62,0.69,2.77,3.5,1.27,High
597,4.01,7.29,0.64,0.33,1.22,9.24,2.2,Moderate
598,2.52,7.37,1.99,0.6,2.52,9.08,1.87,Low
599,6.99,7.55,0.45,0.55,3.68,8.69,0.04,Moderate
600,3.69,9.02,1.6,2.03,4.84,9.06,0.06,Low
601,5.95,6.88,6.29,0.1,3.29,9.28,0.12,Moderate
602,4.91,8.35,1.99,2.46,4.6,9.63,1.64,Moderate
603,4.96,9.66,1.24,0.47,4.47,9.65,2.22,Low
604,4.32,10.37,0.87,1.01,1.8,10.0,0.06,Moderate
605,3.32,9.53,2.66,0.97,3.37,9.53,0.17,Moderate
606,3.05,8.68,2.81,0.32,3.06,9.89,0.31,Low
607,7.09,8.18,2.5,0.52,3.96,10.0,0.78,Moderate
608,11.36,7.3,0.0,1.45,1.52,8.58,0.13,High
609,6.19,5.75,0.47,1.21,2.53,5.82,0.04,High
610,6.58,9.1,0.51,0.24,2.99,6.71,1.27,Moderate
611,3.88,8.02,2.05,0.03,5.69,9.23,0.1,Moderate
612,5.14,7.59,2.46,0.62,4.64,9.22,0.1,Moderate
613,4.57,7.97,2.41,2.21,5.38,9.96,0.71,Moderate
614,2.76,9.28,1.91,2.18,5.18,8.54,1.0,Moderate
615,7.68,6.12,6.49,0.29,3.89,5.59,1.76,High
616,5.38,7.76,0.92,2.12,2.86,10.0,0.14,Moderate
617,3.75,9.14,5.47,0.07,2.3,7.96,0.12,Moderate
618,7.6,7.48,0.82,2.43,0.93,10.0,0.04,Moderate
619,9.38,7.02,0.86,2.33,4.83,8.05,2.88,Moderate
620,9.58,6.25,8.0,0.87,2.81,5.1,0.6,High
621,1.75,10.01,2.56,0.1,1.2,8.31,0.25,Low
622,5.25,9.14,4.51,0.25,5.08,8.96,0.04,Low
623,4.12,9.48,3.46,0.44,3.52,7.66,0.1,Low
624,3.54,9.11,1.9,0.1,5.12,9.45,0.1,Low
625,4.08,9.43,1.41,1.42,3.01,8.32,0.09,Low
626,5.5,8.87,2.34,0.81,2.09,8.17,0.78,Low
627,5.59,10.65,2.27,0.09,3.21,10.0,1.05,Moderate
628,7.73,8.44,3.58,1.74,3.69,10.0,0.11,Moderate
629,6.14,7.69,2.63,1.13,3.17,10.0,2.01,Moderate
630,6.4,6.77,1.17,2.08,5.86,8.28,0.74,Moderate
631,5.72,7.66,2.7,1.95,5.12,9.81,0.09,Low
632,3.68,8.3,1.33,1.51,4.8,10.0,1.21,Low
633,8.52,7.45,0.0,0.11,1.42,9.63,0.42,Moderate
634,5.25,7.39,2.2,1.97,2.06,10.0,0.22,Low
635,7.57,8.47,0.07,0.71,4.72,9.42,0.47,Moderate
636,7.89,5.77,0.0,0.07,0.64,4.44,1.53,High
637,1.47,7.78,2.44,0.02,4.59,7.94,2.72,Low
638,4.6,8.18,2.3,0.52,4.0,10.0,1.53,Moderate
639,4.95,7.35,0.5,0.43,3.29,10.0,2.75,High
640,2.73,7.71,2.58,0.38,4.38,8.62,0.09,Moderate
641,6.07,7.16,2.22,1.79,4.45,10.0,0.54,Low
642,4.73,7.51,1.03,0.49,3.13,8.13,0.21,Moderate
643,9.46,6.62,2.63,0.67,4.51,9.36,0.12,High
644,7.29,6.75,0.0,0.03,4.55,8.34,0.26,High
645,2.9,8.37,2.64,0.16,3.86,7.99,0.61,Low
646,5.19,8.1,0.2,0.9,2.42,8.28,2.09,Low
647,6.39,8.7,0.16,0.27,2.99,9.21,0.19,Moderate
648,3.68,10.11,0.87,0.09,6.4,10.0,0.01,Moderate
649,2.34,9.25,4.11,0.93,2.78,9.04,1.19,Low
650,8.16,7.3,0.0,0.57,5.54,9.16,2.16,Moderate
651,3.0,8.69,2.72,0.66,1.34,9.18,0.78,Low
652,6.18,8.24,1.54,0.06,2.07,7.53,2.14,Moderate
653,3.89,8.95,0.33,1.45,2.83,10.0,0.66,Low
654,8.43,8.3,0.16,0.2,4.2,7.12,0.78,Moderate
655,1.31,7.58,4.12,0.04,4.92,7.81,2.46,Moderate
656,9.04,6.53,0.34,1.54,5.29,9.58,0.69,High
657,6.64,7.94,3.05,1.83,2.86,10.0,0.4,High
658,7.16,7.39,0.19,0.04,3.37,10.0,2.43,Moderate
659,4.26,7.49,2.68,2.5,3.64,9.69,0.59,Moderate
660,3.9,7.26,0.87,2.57,7.36,10.0,0.11,High
661,6.68,8.39,0.2,0.11,1.49,10.0,0.56,Moderate
662,4.87,7.46,1.1,0.29,3.24,9.88,0.5,Moderate
663,9.06,5.0,1.22,0.65,2.47,4.55,0.12,High
664,9.4,7.49,0.0,0.33,3.71,9.39,0.07,High
665,6.69,8.04,0.52,2.91,1.6,9.27,0.63,Moderate
666,4.18,8.35,0.87,3.23,6.55,10.0,1.72,Low
667,3.0,7.96,0.9,0.04,4.39,10.0,1.21,Moderate
668,6.05,7.7,0.98,0.45,4.23,7.0,0.93,Low
669,9.98,7.65,0.0,1.25,3.34,9.19,2.1,High
670,2.94,7.28,4.69,0.21,4.52,10.0,0.7,High
671,6.99,5.91,2.08,0.11,4.27,5.46,0.33,Moderate
672,3.07,8.22,0.49,0.16,4.27,9.91,0.43,Moderate
673,5.32,8.04,0.36,0.28,4.43,8.01,0.03,Moderate
674,4.91,7.71,0.71,0.93,2.65,10.0,0.17,Moderate
675,5.69,8.58,0.81,1.95,1.86,10.0,0.87,Low
676,4.01,9.61,8.0,0.1,4.58,9.93,0.16,Low
677,3.11,9.11,2.65,0.48,3.77,8.64,2.2,Moderate
678,5.88,8.43,0.22,0.7,0.5,10.0,2.0,Low
679,9.24,6.96,0.3,0.01,2.39,8.38,0.33,High
680,4.78,8.26,1.01,1.15,6.0,8.45,0.02,Moderate
681,6.49,6.36,3.01,0.09,3.79,5.96,0.14,Moderate
682,10.94,5.07,0.16,1.17,2.64,5.33,3.62,High
683,12.23,4.29,0.34,1.99,1.18,2.46,0.86,High
684,3.43,8.58,4.49,0.37,3.06,8.13,0.75,Moderate
685,5.72,8.15,0.64,0.02,1.76,8.92,0.74,Moderate
686,7.34,5.91,3.35,0.62,4.65,5.2,0.49,High
687,3.66,8.72,1.4,0.24,3.87,8.2,0.6,Moderate
688,4.24,7.56,0.77,0.14,3.57,10.0,2.33,Moderate
689,7.11,6.37,0.95,2.41,2.73,4.42,1.43,Moderate
690,2.75,8.34,2.2,0.65,6.47,9.74,0.58,Moderate
691,8.79,5.73,1.22,0.2,2.65,3.85,2.07,High
692,6.09,8.4,1.24,0.11,2.27,10.0,1.13,Moderate
693,7.98,6.96,0.0,3.25,3.05,10.0,3.42,Moderate
694,6.15,8.59,4.75,0.59,3.07,7.98,0.06,Low
695,4.71,7.83,0.87,0.51,4.61,9.02,0.14,Moderate
696,2.28,8.72,2.45,0.41,5.54,8.92,0.26,Low
697,3.82,10.46,1.94,2.81,4.34,9.01,0.51,Moderate
698,6.41,6.06,0.63,0.03,7.82,6.05,0.16,High
699,5.28,9.36,4.47,0.59,0.6,9.21,0.26,Moderate
700,7.23,9.05,0.0,1.27,3.12,10.0,2.68,Low
701,10.04,7.18,0.42,1.19,2.04,9.96,2.34,High
702,9.08,6.42,3.79,0.81,6.38,4.54,0.7,High
703,9.24,8.12,0.0,2.54,2.91,10.0,0.09,Moderate
704,3.67,8.32,4.42,1.2,0.91,7.75,0.06,Moderate
705,6.92,6.8,0.8,0.3,4.4,9.92,0.24,Moderate
706,6.47,7.27,1.12,0.01,4.07,9.07,0.22,Moderate
707,5.52,7.42,1.49,0.58,4.99,9.82,0.47,Moderate
708,3.24,7.85,0.45,0.14,3.17,8.9,0.02,Moderate
709,2.97,10.0,1.23,0.16,3.95,9.45,0.6,Moderate
710,4.01,7.75,0.65,1.01,3.69,9.7,1.51,Moderate
711,4.59,8.29,4.64,0.26,2.73,9.98,2.6,Low
712,1.85,7.83,2.71,0.59,5.12,9.13,1.89,Low
713,5.24,8.12,0.81,2.38,3.87,10.0,0.56,Low
714,6.43,6.52,0.67,1.9,5.56,8.49,0.16,Moderate
715,5.36,6.87,0.22,0.9,4.15,10.0,1.91,Moderate
716,9.19,6.6,0.0,1.09,4.17,7.82,2.31,High
717,3.31,9.82,3.88,0.98,1.63,6.14,0.52,Moderate
718,8.22,7.49,0.0,0.41,5.24,10.0,0.18,High
719,4.27,8.94,0.97,0.92,2.39,8.62,0.01,Moderate
720,5.16,7.99,4.33,0.65,5.07,9.37,1.05,Moderate
721,5.4,7.7,3.49,1.56,4.16,7.7,0.25,Moderate
722,6.14,8.57,1.2,0.23,3.44,9.45,0.15,High
723,10.51,5.68,4.64,4.16,4.44,4.44,2.04,High
724,4.83,9.07,5.04,1.01,0.5,10.0,0.02,Moderate
725,9.07,7.99,3.55,0.12,1.88,8.22,0.76,Moderate
726,8.37,6.15,0.83,1.18,4.77,4.29,0.66,High
727,6.61,6.92,0.0,3.09,6.66,10.0,0.98,High
728,8.18,6.52,3.28,0.33,3.51,10.0,1.29,Moderate
729,6.6,6.15,0.21,0.93,0.5,5.15,0.14,Moderate
730,5.14,7.66,0.52,0.91,3.38,10.0,0.09,High
731,9.2,8.0,1.43,1.28,2.61,9.5,0.15,Moderate
732,9.88,5.42,1.1,0.82,5.23,6.1,2.39,High
733,7.46,8.64,4.31,0.07,2.95,9.6,0.29,Moderate
734,6.51,7.21,0.65,0.05,1.77,10.0,0.12,Moderate
735,10.68,8.3,5.59,0.68,3.66,10.0,0.9,Moderate
736,5.26,7.4,0.41,0.42,4.78,7.96,0.99,High
737,7.91,7.01,0.6,0.98,2.37,10.0,0.08,High
738,8.34,6.1,0.0,0.37,4.76,4.06,0.06,High
739,3.11,8.15,4.6,0.64,3.34,8.22,3.15,Low
740,6.82,8.88,1.16,1.33,2.5,9.49,0.6,Low
741,9.21,7.18,0.42,1.12,2.23,9.83,3.43,High
742,12.3,6.65,3.73,0.62,2.0,6.44,0.84,High
743,4.31,7.1,0.57,0.69,5.64,9.79,0.87,Moderate
744,9.49,7.26,0.0,0.3,0.5,9.29,3.05,Moderate
745,5.9,6.89,0.83,0.03,5.63,10.0,1.64,Moderate
746,2.3,7.78,2.63,1.3,4.78,8.36,1.19,Moderate
747,10.34,6.54,0.0,0.25,2.41,10.0,0.58,High
748,5.95,8.07,0.3,0.07,3.52,10.0,0.26,Moderate
749,4.27,8.48,3.52,0.17,2.38,9.71,0.42,Low
750,2.71,9.69,2.12,0.01,1.2,10.0,2.35,Low
751,11.38,6.82,0.0,1.92,1.31,10.0,1.93,High
752,5.51,9.47,2.51,0.79,0.5,9.7,0.39,Moderate
753,10.78,4.96,0.0,1.59,1.49,3.2,2.22,High
754,4.15,9.97,2.52,1.52,0.74,10.0,0.01,Low
755,9.19,8.59,0.34,0.7,4.3,7.93,0.03,High
756,8.49,6.59,4.48,0.26,1.52,8.24,2.92,Moderate
757,4.98,6.52,0.66,2.96,4.29,10.0,0.49,Moderate
758,2.99,7.5,1.31,0.06,6.13,10.0,0.27,Moderate
759,10.23,5.88,0.27,1.14,4.56,3.28,0.09,High
760,5.77,9.92,0.18,0.36,2.35,10.0,0.24,Moderate
761,6.61,7.63,0.27,0.59,3.06,8.34,1.29,Low
762,7.88,6.55,0.67,1.0,3.88,10.0,1.34,High
763,5.71,7.24,0.43,0.59,7.04,9.01,0.13,High
764,9.54,5.26,0.19,2.16,4.33,6.68,0.07,High
765,4.74,9.14,5.2,1.09,4.36,9.21,1.46,Low
766,10.19,6.26,0.64,0.69,6.55,3.98,0.07,High
767,5.52,10.09,0.94,0.76,3.2,7.78,0.31,Low
768,6.23,8.37,0.97,0.55,5.02,10.0,1.46,Moderate
769,7.23,8.22,0.0,0.38,3.82,9.23,0.11,Moderate
770,4.6,8.07,2.27,0.63,4.52,10.0,0.02,High
771,8.57,5.84,0.0,1.68,2.28,4.79,0.46,High
772,1.02,8.69,8.0,1.56,2.77,7.84,0.38,Low
773,5.75,6.54,0.02,2.0,3.38,7.3,0.16,Moderate
774,3.94,9.46,3.3,2.47,4.76,9.4,1.4,Low
775,9.4,6.25,4.56,0.14,4.6,4.25,0.06,High
776,5.75,8.87,0.08,2.74,5.22,10.0,0.26,Low
777,6.6,7.75,5.42,0.27,3.43,10.0,0.14,Moderate
778,5.58,7.68,0.43,0.15,4.54,10.0,0.14,Moderate
779,7.39,6.17,0.42,0.28,4.7,5.99,0.03,High
780,5.25,8.39,4.12,0.2,3.37,9.56,0.47,Low
781,8.75,6.64,0.08,0.86,2.87,8.17,0.01,High
782,4.86,9.13,4.21,0.82,1.11,9.53,0.1,Moderate
783,2.57,8.31,0.78,4.28,4.0,8.35,0.68,Low
784,5.93,8.46,2.14,0.74,3.17,9.92,0.44,Low
785,0.83,11.0,2.19,2.13,5.29,7.8,0.45,Low
786,3.62,8.93,4.95,0.27,5.57,7.57,0.01,Low
787,4.53,9.12,1.72,0.08,3.64,10.0,0.31,Moderate
788,8.98,7.36,3.11,0.72,6.11,9.52,0.39,High
789,3.82,10.49,0.65,0.17,3.34,9.25,0.86,Moderate
790,7.26,7.76,0.18,1.57,4.83,8.65,0.3,High
791,9.28,7.38,1.03,0.49,2.78,9.04,1.15,High
792,3.47,8.67,8.0,0.83,2.15,8.51,3.21,Low
793,9.08,5.97,0.26,0.41,2.9,3.23,0.32,High
794,8.54,5.73,1.77,0.88,5.98,4.99,2.8,High
795,8.04,8.38,0.0,1.56,2.44,9.32,0.7,Moderate
796,8.01,6.11,0.0,0.05,3.05,5.78,0.02,High
797,7.74,7.96,5.36,0.5,3.07,9.49,0.03,Moderate
798,6.03,8.23,0.22,2.61,2.82,10.0,0.13,Moderate
799,5.16,9.04,4.79,1.29,5.09,10.0,0.37,Moderate
800,5.94,7.33,2.87,0.9,6.61,10.0,0.31,Moderate
801,4.39,7.6,1.19,1.02,4.07,8.77,3.51,Low
802,7.7,7.61,4.83,0.2,4.04,10.0,0.15,Moderate
803,7.48,7.01,3.41,0.85,4.98,8.54,0.28,Moderate
804,4.51,7.12,0.23,0.48,4.39,9.85,0.12,High
805,7.19,9.35,0.69,0.5,1.35,8.53,0.38,Moderate
806,7.01,6.68,0.55,2.64,3.16,9.84,2.11,Moderate
807,5.53,6.99,0.4,0.29,4.64,10.0,1.07,Moderate
808,10.8,5.9,0.0,0.07,3.73,4.74,0.56,High
809,3.81,9.85,3.08,1.21,0.62,10.0,0.28,Low
810,2.69,6.82,4.23,1.96,4.15,8.91,0.59,Moderate
811,7.16,8.59,0.16,0.35,1.87,10.0,2.35,Moderate
812,11.22,5.09,0.18,0.13,4.68,3.06,1.99,High
813,3.58,8.94,5.67,0.4,2.68,9.02,0.0,Moderate
814,5.58,7.3,1.77,0.04,3.2,10.0,0.11,Moderate
815,10.66,8.19,0.0,0.26,1.52,10.0,0.09,High
816,4.46,8.49,2.33,1.18,4.88,9.13,0.49,Low
817,5.99,7.12,0.15,0.54,5.31,10.0,0.27,Moderate
818,5.3,7.77,2.04,0.18,4.51,10.0,0.46,Low
819,4.67,8.38,0.65,1.2,5.34,10.0,2.29,Low
820,7.58,7.45,0.0,0.05,5.18,8.92,0.28,Moderate
821,5.73,8.36,1.3,2.26,0.71,9.51,0.06,Low
