Student_ID,Study_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,Screen_Time_Hours_Per_Day,GPA,Extracurricular_Hours_Per_Day,Anxiety_Norm,Social_Support_Deficit,Career_Concern_Norm,Mood_Norm,Stress_Level
277,10.11,5.51,0.17,0.35,3.03,4.21,0.19,1.0,0.798,1.0,1.0,High
278,6.57,9.1,2.37,0.15,1.11,9.45,0.2,0.214,0.443,0.243,0.0,Low
279,3.24,10.1,0.59,0.31,4.61,8.7,0.27,0.326,0.545,0.168,0.215,Moderate
280,7.34,8.15,2.43,0.38,2.75,10.0,1.25,0.166,0.359,0.111,0.0,Low
281,8.96,5.97,0.07,1.02,6.9,2.12,0.0,1.0,1.0,0.73,1.0,High
282,7.81,6.86,4.09,0.05,4.66,10.0,0.59,0.323,0.173,0.489,0.587,Moderate
283,8.72,6.47,0.01,1.04,4.49,4.57,2.77,0.829,0.878,0.968,0.972,High
284,7.99,6.45,0.52,0.03,4.67,5.05,1.17,0.368,0.337,0.413,0.519,Moderate
285,6.93,6.95,6.67,0.1,7.19,10.0,0.5,0.612,0.226,0.409,0.516,Moderate
286,4.46,8.26,1.4,0.47,5.04,10.0,0.12,0.472,0.571,0.452,0.329,Moderate
287,9.22,5.22,0.0,0.38,2.17,3.98,0.13,1.0,0.95,0.872,1.0,High
288,0.11,11.0,2.26,0.07,2.17,8.81,2.3,0.37,0.521,0.0,0.162,Moderate
289,6.02,7.68,2.78,0.1,1.19,10.0,1.17,0.358,0.442,0.234,0.04,Moderate
290,8.07,6.6,0.0,0.11,0.91,8.43,0.41,0.248,0.701,0.048,0.182,Moderate
291,4.33,6.83,3.57,0.62,3.03,10.0,0.18,0.603,0.813,0.694,0.457,Moderate
292,9.55,7.36,1.65,0.27,2.94,8.24,0.11,0.788,0.628,0.541,0.632,High
293,4.56,7.29,5.03,0.1,0.5,6.81,0.51,0.087,0.174,0.21,0.308,Moderate
294,10.51,6.73,1.12,0.25,3.74,7.44,0.41,1.0,0.986,1.0,1.0,High
295,5.04,7.28,8.0,0.41,3.22,10.0,2.16,0.782,0.074,0.41,0.74,High
296,4.21,8.56,1.24,1.66,5.54,10.0,1.81,0.374,0.286,0.644,0.325,Moderate
297,5.61,6.68,0.32,0.41,7.83,10.0,1.34,0.557,0.641,0.498,0.347,Moderate
298,4.08,8.33,8.0,0.51,6.4,10.0,0.31,0.729,0.04,0.59,0.715,Moderate
299,3.8,8.52,7.22,1.39,1.88,9.7,0.14,0.0,0.0,0.342,0.0,Low
300,3.68,8.8,4.76,0.13,4.42,10.0,1.59,0.109,0.07,0.296,0.0,Low
301,3.17,9.7,1.04,1.05,4.4,9.35,0.87,0.033,0.524,0.0,0.21,Low
302,10.66,6.71,0.0,0.18,6.9,9.26,0.2,1.0,0.558,0.602,1.0,High
303,5.15,9.69,4.18,2.53,5.66,8.78,0.05,0.394,0.414,0.434,0.23,Moderate
304,3.38,7.31,2.62,0.18,5.21,8.92,1.0,0.344,0.329,0.28,0.409,Moderate
305,2.74,11.0,0.89,1.64,3.0,8.6,1.24,0.466,0.243,0.404,0.249,Moderate
306,5.68,8.88,0.09,0.41,1.54,8.37,1.24,0.366,0.758,0.059,0.0,Low
307,4.29,7.98,1.19,0.12,3.03,7.68,0.21,0.252,0.585,0.479,0.271,Moderate
308,5.65,8.94,4.08,1.22,5.05,9.43,0.02,0.556,0.288,0.254,0.206,Moderate
309,8.65,8.66,0.42,0.48,1.89,10.0,1.46,0.83,0.658,0.726,1.0,High
310,9.5,7.71,0.0,0.83,2.77,9.64,0.22,0.763,0.777,0.649,1.0,High
311,1.89,8.28,1.75,0.6,3.53,7.19,0.22,0.082,0.423,0.119,0.124,Moderate
312,2.81,8.98,3.19,0.08,4.76,9.35,0.49,0.447,0.45,0.179,0.372,Moderate
313,8.88,7.57,0.0,0.01,3.09,7.71,1.52,0.546,0.481,0.831,0.639,High
314,4.92,8.17,0.2,1.21,3.98,10.0,0.45,0.197,0.634,0.478,0.256,Low
315,4.34,8.85,3.32,0.75,5.62,9.5,1.9,0.251,0.273,0.0,0.175,Moderate
316,9.03,7.27,0.51,0.88,3.35,10.0,0.05,0.855,0.45,0.501,0.663,High
317,0.33,8.82,0.8,1.16,5.79,9.45,0.34,0.095,0.353,0.207,0.228,Low
318,5.19,9.37,3.91,2.14,1.86,10.0,1.18,0.079,0.148,0.0,0.088,Low
319,11.64,5.94,2.17,0.38,0.6,3.8,0.74,1.0,0.426,1.0,1.0,High
320,5.95,7.8,0.15,0.09,1.97,10.0,0.33,0.418,0.552,0.713,0.493,Moderate
321,3.05,7.96,0.49,1.53,4.94,8.28,0.24,0.661,0.458,0.417,0.498,Moderate
322,6.04,7.57,0.0,1.87,3.67,10.0,0.04,0.0,0.169,0.0,0.128,Low
323,8.33,7.95,2.23,0.26,3.79,9.5,0.24,0.617,0.187,0.448,0.404,Moderate
324,5.34,8.3,0.54,0.83,3.84,9.64,0.01,1.0,0.924,0.507,0.646,High
325,3.59,9.38,0.74,0.58,0.88,10.0,0.49,0.28,0.649,0.383,0.146,Moderate
326,4.3,8.39,8.0,0.41,2.95,9.38,0.28,0.09,0.004,0.044,0.0,Low
327,7.25,7.48,1.13,0.41,6.27,10.0,2.15,0.516,0.229,0.87,0.66,Moderate
328,7.02,5.83,1.23,0.58,2.27,5.96,0.05,0.34,0.761,0.266,0.671,Moderate
329,4.43,8.77,2.92,0.19,0.5,10.0,1.3,0.447,0.091,0.434,0.097,Moderate
330,8.17,6.87,0.0,1.13,3.93,10.0,0.55,0.737,0.617,0.466,1.0,High
331,1.21,9.82,1.74,1.54,2.79,7.74,2.05,0.065,0.215,0.128,0.08,Low
332,9.41,4.48,1.45,0.13,3.3,3.59,2.73,1.0,0.557,1.0,1.0,High
333,5.62,10.49,0.24,0.17,4.57,10.0,0.9,0.026,0.575,0.503,0.057,Moderate
334,5.02,8.24,0.82,0.2,5.65,10.0,0.08,0.402,0.552,0.677,0.708,Moderate
335,7.84,7.64,0.71,2.77,2.91,10.0,0.06,0.193,0.664,0.218,0.163,Moderate
336,4.6,8.7,2.15,0.12,2.6,9.48,0.32,0.0,0.221,0.087,0.196,Low
337,9.18,6.4,0.03,0.02,1.72,5.33,0.24,1.0,0.879,0.525,1.0,High
338,5.04,8.58,8.0,0.63,3.49,9.96,0.2,0.078,0.0,0.368,0.0,Low
339,7.25,8.57,0.76,0.23,3.02,10.0,1.34,0.5,0.524,0.561,0.724,Moderate
340,5.72,8.1,0.91,0.37,2.37,9.5,0.51,0.0,0.69,0.388,0.233,Moderate
341,7.81,8.05,0.66,1.67,0.65,10.0,0.12,0.535,0.441,0.183,0.501,Moderate
342,3.88,9.33,1.47,1.01,5.36,9.25,0.03,0.275,0.354,0.106,0.508,Moderate
343,3.44,9.43,5.29,0.67,4.96,10.0,0.09,0.321,0.246,0.128,0.229,Low
344,5.79,9.75,0.86,1.72,3.41,10.0,1.47,0.029,0.83,0.282,0.0,Low
345,6.23,8.1,0.87,0.24,3.82,10.0,2.36,0.317,0.539,0.436,0.403,Moderate
346,7.07,7.37,0.27,1.5,5.18,8.88,0.61,0.507,0.308,0.146,0.442,Moderate
347,4.0,8.48,3.08,0.5,3.47,9.49,0.17,0.025,0.612,0.301,0.0,Low
348,10.8,6.55,1.22,0.52,4.95,9.11,0.08,0.968,0.924,0.831,1.0,High
349,6.42,6.33,3.12,1.53,1.52,6.36,0.4,0.147,0.368,0.446,0.669,Moderate
350,11.39,7.34,0.0,0.61,1.78,6.73,3.08,0.82,0.476,0.621,0.604,Moderate
351,2.65,8.75,0.5,1.93,6.22,8.97,2.13,0.035,0.287,0.0,0.188,Low
352,5.81,7.8,2.24,2.02,4.55,8.54,1.7,0.191,0.329,0.231,0.191,Low
353,2.71,7.67,2.43,2.06,6.11,8.02,0.02,0.692,0.46,0.629,0.4,Moderate
354,3.6,8.78,1.19,2.65,4.71,9.62,0.32,0.411,0.285,0.513,0.346,Moderate
355,2.54,7.68,7.41,0.13,2.61,9.95,1.23,0.03,0.0,0.255,0.097,Moderate
356,3.57,6.99,0.56,1.1,2.97,9.07,0.51,0.44,0.304,0.289,0.567,Moderate
357,2.33,8.38,0.77,0.78,3.82,6.76,0.0,0.295,0.688,0.18,0.294,Low
358,2.73,8.72,2.53,1.49,6.7,10.0,0.03,0.315,0.594,0.165,0.0,Low
359,3.14,7.97,3.18,0.14,4.37,9.67,0.28,0.376,0.471,0.433,0.634,Moderate
360,4.95,8.48,1.76,0.35,7.36,10.0,0.28,0.727,0.575,1.0,0.677,High
361,4.55,9.56,3.04,0.37,0.5,10.0,0.6,0.16,0.379,0.226,0.077,Low
362,8.77,7.07,0.63,0.03,4.22,8.72,3.7,0.9,0.737,0.759,1.0,High
363,8.42,4.76,0.0,0.22,4.38,6.13,1.01,1.0,0.914,1.0,1.0,High
364,10.62,6.19,2.21,0.71,0.86,4.26,2.05,0.875,0.488,0.72,1.0,High
365,2.51,9.63,3.44,0.16,2.34,8.87,0.32,0.0,0.304,0.181,0.141,Low
366,5.37,7.67,5.03,0.61,3.56,10.0,0.49,0.469,0.269,0.0,0.0,Low
367,4.49,8.67,1.71,0.3,5.43,9.73,2.54,0.026,0.41,0.374,0.029,Low
368,3.28,9.04,6.15,3.13,0.62,7.91,0.09,0.088,0.304,0.0,0.025,Low
369,7.54,6.19,0.4,1.21,4.08,4.45,0.58,0.727,0.611,0.393,0.661,Moderate
370,3.49,9.91,1.83,0.73,1.24,10.0,0.15,0.0,0.707,0.308,0.099,Low
371,4.06,8.22,4.89,0.87,3.8,10.0,0.73,0.138,0.141,0.313,0.31,Low
372,9.26,6.36,1.01,1.42,4.95,4.69,0.98,1.0,0.612,0.997,1.0,High
373,4.69,8.74,0.67,0.04,1.66,10.0,0.66,0.196,0.475,0.0,0.019,Low
374,10.35,4.7,8.0,0.04,3.71,4.82,0.18,1.0,0.237,1.0,1.0,High
375,10.13,7.64,0.0,0.66,2.92,8.29,0.13,0.286,0.704,0.713,0.77,High
376,8.62,5.92,0.4,0.04,0.96,4.9,0.12,1.0,0.786,0.861,1.0,High
377,3.34,10.56,3.65,0.33,1.6,8.51,1.53,0.096,0.076,0.0,0.0,Low
378,3.28,9.9,2.0,0.11,3.78,10.0,0.11,0.0,0.472,0.385,0.0,Low
379,3.88,7.56,4.74,0.06,2.76,10.0,2.27,0.0,0.0,0.154,0.0,Low
380,3.46,9.05,2.05,0.26,6.28,10.0,0.03,0.623,0.717,0.583,0.637,High
381,6.06,6.85,4.19,0.8,2.94,10.0,0.33,0.365,0.336,0.221,0.333,Moderate
382,5.37,6.95,5.16,2.39,5.42,9.18,0.16,0.472,0.54,0.528,0.572,Moderate
383,1.06,7.06,8.0,0.1,8.22,10.0,0.21,0.662,0.128,0.575,0.42,Moderate
384,7.09,8.08,3.07,0.26,2.92,10.0,2.53,0.164,0.222,0.382,0.157,Low
385,5.46,7.56,3.09,1.83,6.22,9.14,1.83,0.0,0.123,0.109,0.052,Low
386,6.22,8.53,1.57,1.39,1.45,9.68,1.56,0.045,0.604,0.3,0.065,Low
387,4.24,8.67,1.63,0.07,3.76,10.0,0.08,0.393,0.596,0.334,0.255,Moderate
388,2.26,7.92,1.61,0.51,5.32,9.87,3.19,0.439,0.227,0.518,0.687,High
389,7.32,8.2,0.97,0.5,4.76,9.81,3.27,0.315,0.556,0.529,0.338,Moderate
390,7.06,7.97,0.0,0.31,3.82,9.34,0.16,0.643,0.722,0.41,0.667,Moderate
391,2.06,8.72,0.67,1.25,2.16,9.27,2.02,0.431,0.504,0.103,0.351,Moderate
392,12.41,6.56,0.0,1.44,1.7,7.34,0.21,0.918,0.926,0.531,1.0,High
393,3.85,8.31,3.16,0.35,1.81,8.79,0.26,0.512,0.307,0.274,0.376,Moderate
394,2.42,8.29,4.65,0.94,4.35,8.2,0.28,0.141,0.069,0.322,0.319,Moderate
395,8.63,6.72,3.23,0.9,3.06,8.93,0.21,0.69,0.65,0.699,0.881,High
396,5.42,7.66,0.93,0.5,4.25,8.63,0.16,0.061,0.536,0.474,0.335,Moderate
397,5.12,6.65,3.45,0.82,5.48,9.05,2.46,0.497,0.363,0.204,0.35,Moderate
398,6.76,4.92,1.55,0.17,1.94,4.21,0.1,0.896,0.806,0.454,0.699,High
399,4.93,9.85,0.97,0.62,4.54,9.86,0.19,0.0,0.637,0.0,0.0,Low
400,7.18,8.55,0.3,1.22,0.56,8.99,0.58,0.312,0.582,0.229,0.402,Moderate
401,9.72,8.0,2.25,1.3,3.79,10.0,0.02,0.805,0.458,1.0,0.908,High
402,6.18,8.67,0.05,0.72,1.12,9.55,0.1,0.367,0.49,0.682,0.204,Moderate
403,5.71,7.51,0.29,1.62,3.22,7.59,0.08,0.418,0.677,0.483,0.428,Moderate
404,6.67,7.41,0.31,2.48,7.24,10.0,0.05,0.526,0.495,0.531,0.421,Moderate
405,4.75,7.65,2.55,0.78,3.85,10.0,0.5,0.678,0.358,0.562,0.728,High
406,5.04,8.7,0.14,0.04,3.04,9.26,0.21,0.437,0.578,0.157,0.0,Low
407,8.53,7.41,0.28,0.86,0.88,10.0,0.09,0.36,0.741,0.676,0.613,Moderate
408,2.05,8.86,3.11,0.08,3.04,9.77,1.17,0.069,0.364,0.343,0.12,Moderate
409,6.41,8.12,4.03,2.34,4.01,10.0,1.52,0.0,0.246,0.452,0.078,Moderate
410,2.63,10.16,8.0,1.16,0.94,9.16,0.97,0.0,0.133,0.0,0.0,Low
411,2.86,8.92,2.34,1.14,4.44,9.51,0.32,0.275,0.451,0.289,0.612,Moderate
412,3.73,7.46,1.62,0.08,2.7,9.98,0.79,0.0,0.473,0.0,0.0,Low
413,9.35,7.11,0.25,3.23,3.09,9.49,1.82,0.973,0.752,0.816,0.765,High
414,3.75,7.39,2.05,0.04,5.42,9.84,0.32,0.327,0.441,0.517,0.499,Moderate
415,9.62,5.75,2.73,0.3,3.31,5.99,2.42,0.804,0.608,0.6,0.979,High
416,10.63,6.48,0.0,1.13,2.89,4.83,0.18,0.993,0.974,1.0,1.0,High
417,8.37,7.62,7.02,0.75,4.52,7.25,0.91,0.093,0.211,0.254,0.053,Moderate
418,3.3,8.86,0.57,1.8,0.5,8.76,0.96,0.668,0.442,0.701,0.35,Moderate
419,8.19,6.05,6.11,0.45,5.53,3.59,2.08,0.804,0.559,0.95,1.0,High
420,4.59,11.0,1.01,2.35,0.5,9.83,0.35,0.0,0.404,0.107,0.0,Low
421,4.54,7.81,0.82,0.99,3.53,9.81,0.47,0.114,0.69,0.203,0.0,Low
422,11.05,6.51,0.0,1.26,1.67,7.66,0.33,0.992,1.0,0.672,1.0,High
423,9.87,5.89,0.96,0.66,2.72,5.32,0.26,1.0,0.803,0.889,1.0,High
424,9.74,5.58,0.97,2.3,4.14,7.01,0.24,0.595,0.556,0.579,1.0,High
425,2.36,9.15,8.0,2.76,3.82,9.03,0.13,0.279,0.0,0.384,0.207,Moderate
426,6.36,7.26,3.11,1.13,3.7,9.54,2.74,0.638,0.266,0.273,0.486,Moderate
427,9.08,6.84,2.21,0.59,0.89,9.58,0.01,0.953,0.598,0.845,0.951,High
428,2.05,8.55,2.3,3.57,3.09,8.64,0.21,0.19,0.535,0.519,0.183,Moderate
429,11.09,6.18,0.0,1.11,3.61,4.07,0.69,0.92,0.426,0.609,1.0,High
430,3.98,7.78,2.05,0.07,5.45,8.6,0.46,0.529,0.447,0.762,0.697,High
431,3.4,9.81,1.15,2.29,5.29,8.54,2.15,0.0,0.679,0.0,0.0,Low
432,3.05,9.15,4.98,0.49,7.0,10.0,0.86,0.402,0.253,0.025,0.0,Low
433,6.02,7.69,0.65,2.6,3.5,9.75,1.53,0.299,0.64,0.254,0.0,Low
434,3.19,8.79,0.5,0.33,4.68,9.34,0.49,0.132,0.374,0.143,0.109,Low
435,8.14,6.7,0.84,0.69,4.45,10.0,0.35,0.93,1.0,0.735,1.0,High
436,9.73,6.64,0.0,0.44,4.81,8.2,0.73,0.803,0.642,0.675,1.0,High
437,6.74,9.06,2.64,0.23,3.29,8.27,0.35,0.0,0.414,0.17,0.231,Moderate
438,2.9,8.34,3.72,0.95,8.07,10.0,0.4,0.43,0.455,0.494,0.725,Moderate
439,3.15,8.98,1.69,1.97,3.61,10.0,2.85,0.0,0.497,0.0,0.0,Low
440,3.89,7.79,0.39,0.17,3.41,9.83,2.27,0.434,0.551,0.615,0.225,Moderate
441,6.82,5.06,8.0,0.32,2.77,5.34,1.75,0.648,0.355,0.782,0.78,High
442,8.26,7.65,0.44,0.14,2.69,8.83,0.04,0.537,0.212,0.748,0.736,Moderate
443,2.97,9.97,0.5,0.46,3.06,8.87,0.15,0.0,0.568,0.022,0.293,Moderate
444,9.55,7.02,0.91,1.39,2.64,10.0,0.81,0.188,0.676,0.161,0.24,Moderate
445,10.05,8.74,1.71,0.34,2.76,10.0,0.09,0.751,0.508,0.696,0.874,Moderate
446,5.23,7.73,0.48,0.59,2.45,9.73,0.06,0.342,0.527,0.0,0.0,Moderate
447,2.91,8.01,0.7,0.43,2.39,9.39,0.44,0.322,0.557,0.248,0.485,Moderate
448,3.65,9.83,3.33,0.11,2.49,7.74,0.04,0.42,0.41,0.44,0.485,Moderate
449,8.52,8.19,0.0,0.21,1.13,9.98,0.12,0.627,0.576,0.775,0.598,Moderate
450,5.11,9.23,1.57,1.4,4.64,8.82,0.09,0.0,0.656,0.184,0.0,Low
451,9.77,5.43,1.67,0.05,3.69,5.58,1.85,1.0,0.461,0.899,1.0,High
452,4.42,7.68,5.74,0.13,2.99,10.0,0.5,0.217,0.283,0.424,0.319,Moderate
453,6.08,6.15,0.54,0.17,6.14,4.52,0.14,0.87,0.789,0.538,0.946,High
454,5.69,9.9,2.02,0.21,1.8,9.85,0.25,0.0,0.444,0.0,0.0,Low
455,8.22,6.13,2.69,0.87,4.48,6.82,0.39,0.782,0.57,0.832,0.868,High
456,9.96,5.23,1.09,0.99,7.33,3.42,0.08,1.0,0.701,0.795,1.0,High
457,3.19,8.71,3.58,0.94,3.89,10.0,2.38,0.251,0.388,0.502,0.155,Moderate
458,6.82,7.66,2.83,2.27,5.1,10.0,0.53,0.411,0.436,0.281,0.08,Moderate
459,6.01,8.49,0.76,0.32,2.1,9.35,1.02,0.197,0.591,0.492,0.073,Low
460,4.06,8.37,1.1,0.87,3.88,9.96,3.09,0.0,0.31,0.0,0.023,Low
461,4.22,7.77,1.18,0.49,4.46,7.72,2.23,0.216,0.243,0.0,0.001,Low
462,9.67,6.14,1.3,0.79,3.55,3.62,1.27,1.0,0.653,1.0,1.0,High
463,4.24,7.84,0.39,0.21,2.41,9.62,1.73,0.216,0.366,0.133,0.151,Low
464,7.97,8.53,4.27,1.31,1.7,9.42,2.18,0.045,0.207,0.096,0.313,Moderate
465,3.69,8.63,0.42,1.03,2.22,8.38,0.02,0.475,0.514,0.215,0.31,Moderate
466,2.25,9.77,3.41,1.39,4.37,9.15,0.14,0.425,0.531,0.399,0.932,High
467,4.11,8.28,1.94,0.44,2.68,10.0,1.27,0.0,0.45,0.201,0.0,Low
468,5.63,6.13,6.17,3.21,3.86,4.0,2.72,0.501,0.087,0.457,0.317,Moderate
469,10.39,7.93,0.56,2.21,0.57,7.28,2.0,0.352,0.48,0.233,0.342,Moderate
470,4.67,8.87,3.85,1.06,2.6,10.0,0.68,0.0,0.0,0.0,0.0,Low
471,3.55,9.07,0.83,0.24,5.8,9.37,1.76,0.446,0.278,0.375,0.31,Moderate
472,4.43,6.25,2.39,0.19,3.83,2.96,0.13,0.674,0.511,0.51,0.804,High
473,5.07,8.01,0.34,2.05,1.15,9.87,0.2,0.347,0.36,0.014,0.618,Moderate
474,8.16,8.61,0.16,0.4,4.41,10.0,0.05,0.608,0.44,0.54,0.433,Moderate
475,8.8,8.14,1.91,2.45,4.02,8.89,1.73,0.5,0.19,0.688,0.801,Moderate
476,8.73,6.65,0.51,0.12,4.72,9.42,1.81,0.569,0.41,0.38,0.209,Moderate
477,4.09,9.71,1.76,0.0,4.18,10.0,0.02,0.0,0.287,0.241,0.026,Low
478,4.04,10.08,2.82,1.42,4.38,8.89,0.7,0.037,0.337,0.53,0.195,Low
479,6.16,7.61,3.62,0.01,1.73,9.42,2.09,0.0,0.0,0.111,0.0,Low
480,3.05,10.17,6.71,0.06,3.19,7.86,0.15,0.065,0.427,0.446,0.034,Moderate
481,3.2,10.08,2.29,0.01,3.51,7.09,0.02,0.633,0.621,0.58,0.35,Moderate
482,8.34,7.84,2.96,1.15,5.15,9.12,1.66,0.423,0.393,0.169,0.49,Moderate
483,3.43,9.66,2.46,2.58,1.27,8.3,0.12,0.04,0.316,0.364,0.0,Low
484,10.12,5.51,2.37,0.61,1.3,4.38,3.25,1.0,0.551,1.0,1.0,High
485,5.23,8.88,3.4,0.08,3.67,10.0,0.08,0.108,0.224,0.501,0.0,Low
486,2.89,8.79,0.69,0.2,3.95,9.07,0.57,0.045,0.474,0.22,0.205,Low
487,3.4,7.83,0.65,0.11,6.02,10.0,0.12,0.247,0.361,0.268,0.444,Moderate
488,8.23,8.57,0.0,0.09,2.21,6.67,0.34,0.378,0.72,0.263,0.574,Moderate
489,4.43,8.26,1.87,0.58,2.61,8.44,0.03,0.349,0.449,0.512,0.233,Moderate
490,2.44,9.31,0.62,0.19,4.74,9.84,0.34,0.333,0.492,0.696,0.469,Moderate
491,7.18,7.55,6.68,0.15,2.57,9.26,0.51,0.69,0.536,0.456,0.422,Moderate
492,3.31,7.21,0.7,1.89,3.52,10.0,0.08,0.472,0.423,0.442,0.128,Moderate
493,4.13,8.18,2.24,0.4,3.04,10.0,0.31,0.636,0.197,0.828,0.685,Moderate
494,9.48,7.38,0.12,0.01,4.98,10.0,0.04,0.603,0.376,0.203,0.718,Moderate
495,7.74,7.23,1.48,0.25,4.34,10.0,0.16,0.665,0.878,0.58,0.661,High
496,3.89,8.21,0.82,0.1,3.24,9.06,0.69,0.0,0.211,0.435,0.0,Low
497,3.12,9.17,0.94,0.1,5.93,10.0,0.05,0.233,0.612,0.414,0.418,Moderate
498,5.25,9.16,3.2,1.18,3.84,10.0,0.08,0.075,0.385,0.167,0.204,Low
499,7.63,5.62,1.47,0.86,3.04,5.08,0.52,0.762,0.465,0.598,0.755,High
500,4.7,8.17,0.96,0.42,3.93,9.37,3.0,0.538,0.47,0.512,0.488,Moderate
501,4.07,8.52,0.26,0.53,5.15,8.79,1.11,0.418,0.518,0.451,0.525,Moderate
502,5.09,9.91,2.31,1.23,1.6,10.0,1.5,0.077,0.318,0.456,0.122,Moderate
503,1.39,10.65,2.4,0.75,3.98,9.28,1.64,0.125,0.172,0.081,0.0,Moderate
504,3.58,7.29,2.77,0.21,2.47,6.48,0.58,0.117,0.176,0.072,0.135,Low
505,1.76,10.65,5.74,1.43,5.51,8.05,1.12,0.247,0.0,0.583,0.449,Moderate
506,3.96,8.39,0.63,0.26,3.11,9.47,0.55,0.281,0.494,0.133,0.018,Moderate
507,10.12,4.77,0.17,2.32,4.35,6.04,0.51,1.0,0.609,1.0,1.0,High
508,0.54,8.39,2.16,0.53,4.98,6.26,0.04,0.679,0.421,0.245,0.807,Moderate
509,4.77,9.62,6.1,1.41,5.24,9.24,0.31,0.263,0.424,0.301,0.07,Low
510,9.44,7.07,1.48,0.23,2.53,10.0,0.06,1.0,0.684,0.966,1.0,High
511,8.51,5.97,0.15,1.41,3.65,5.89,1.02,0.616,0.865,0.651,0.874,High
512,2.21,10.74,1.96,0.13,4.69,9.61,1.59,0.033,0.482,0.128,0.064,Low
513,8.84,7.54,3.43,0.22,6.21,10.0,0.21,0.537,0.429,0.508,0.663,Moderate
514,9.63,6.3,5.97,0.92,4.64,4.19,0.19,0.913,0.358,0.597,1.0,High
515,10.64,6.5,3.79,2.84,3.72,5.71,0.63,1.0,0.674,1.0,1.0,High
516,8.64,6.02,0.71,1.19,3.91,5.34,0.01,1.0,0.601,0.77,1.0,High
517,7.86,9.17,0.57,0.76,0.5,9.03,0.48,0.166,0.538,0.052,0.136,Moderate
518,5.15,6.94,0.39,0.13,2.87,10.0,0.71,0.754,0.69,0.788,0.667,Moderate
519,9.18,5.43,0.77,0.83,3.62,5.63,1.85,1.0,0.444,0.713,1.0,High
520,5.15,8.32,1.65,3.06,5.78,7.61,0.15,0.333,0.88,0.131,0.612,Moderate
521,5.17,10.99,0.1,1.1,0.5,10.0,0.09,0.507,0.359,0.034,0.487,Moderate
522,3.39,7.33,1.07,0.3,4.32,10.0,0.39,0.182,0.851,0.28,0.273,Moderate
523,9.26,7.5,6.04,2.41,0.5,9.7,0.49,0.492,0.087,0.422,0.427,Moderate
524,4.08,8.57,1.56,1.25,3.56,9.46,0.01,0.0,0.484,0.0,0.115,Moderate
525,6.57,8.02,0.26,0.77,1.59,10.0,0.35,0.599,1.0,0.342,0.68,Moderate
526,2.16,10.31,2.24,1.53,3.23,9.45,0.78,0.0,0.18,0.086,0.0,Low
527,4.16,7.78,2.76,0.25,0.97,8.78,0.31,0.423,0.309,0.326,0.174,Moderate
528,4.45,8.11,3.87,0.15,2.09,8.39,1.3,0.311,0.09,0.399,0.0,Low
529,3.77,7.92,1.61,0.18,5.19,10.0,2.77,0.4,0.402,0.238,0.472,Moderate
530,8.26,8.44,3.03,0.24,2.27,10.0,2.04,0.433,0.394,0.447,0.266,Moderate
531,6.35,8.98,2.67,0.61,2.89,10.0,1.01,0.012,0.317,0.0,0.0,Low
532,5.12,7.01,0.93,1.9,4.19,10.0,3.37,0.002,0.706,0.131,0.02,Low
533,7.16,7.8,0.3,0.34,3.34,9.38,0.79,0.531,0.441,0.762,0.451,Moderate
534,5.82,8.94,3.21,3.01,2.11,10.0,0.03,0.42,0.233,0.47,0.261,Moderate
535,6.81,5.95,0.31,1.03,6.04,7.72,3.07,0.439,0.585,0.289,0.414,Moderate
536,9.33,8.05,0.0,0.03,6.01,9.47,0.13,0.898,0.965,0.496,1.0,High
537,3.91,8.49,2.46,0.0,2.75,8.12,0.07,0.0,0.402,0.193,0.14,Low
538,9.97,5.98,1.07,2.34,3.88,4.35,0.25,1.0,0.584,1.0,1.0,High
539,6.18,9.16,0.69,0.7,4.2,9.91,0.0,0.39,0.574,0.533,0.369,Moderate
540,2.22,10.28,2.66,0.28,4.35,10.0,0.09,0.832,0.495,0.128,0.719,High
541,3.93,7.18,6.53,0.34,5.01,10.0,0.1,0.332,0.22,0.417,0.208,Moderate
542,6.04,8.53,1.47,2.14,3.41,9.64,2.87,0.26,0.465,0.398,0.152,Low
543,0.64,10.38,8.0,3.13,4.03,7.66,1.07,0.076,0.098,0.032,0.0,Low
544,6.6,5.43,6.21,3.07,4.21,3.44,0.23,0.799,0.261,1.0,0.794,High
545,8.33,7.57,8.0,0.45,4.75,10.0,3.84,0.352,0.019,0.667,0.458,Moderate
546,4.15,8.06,1.22,0.3,3.11,9.0,0.09,0.334,0.392,0.572,0.421,Moderate
547,4.93,9.33,0.72,0.23,1.46,9.84,2.01,0.118,0.415,0.165,0.091,Moderate
548,6.82,6.68,0.48,0.8,2.75,9.41,0.13,0.341,0.65,0.572,0.524,Moderate
549,4.55,8.46,1.52,0.08,5.25,10.0,0.24,0.537,0.512,0.422,0.402,Moderate
550,5.92,7.32,1.63,0.22,2.41,10.0,3.8,0.554,0.0,0.303,0.603,Moderate
551,5.78,7.27,5.07,0.2,5.36,9.74,0.06,0.588,0.258,0.538,0.729,High
552,7.89,4.98,0.26,0.39,4.56,3.91,0.28,1.0,1.0,0.848,1.0,High
553,8.88,7.88,1.86,0.15,2.6,10.0,0.0,0.472,0.924,0.131,0.671,High
554,4.35,9.56,7.11,0.31,2.89,10.0,0.61,0.107,0.0,0.0,0.0,Low
